pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,sy_dist
Kepler-194 d,Kepler-194,1,3,Transit,2014,52.814973,2.4,6.35,562.0,6089.0,1.025,0.94,1097.97
Kepler-208 e,Kepler-208,1,4,Transit,2014,16.259458,1.48,2.79,880.0,6092.0,1.314,1.082,775.328
Kepler-344 c,Kepler-344,1,2,Transit,2014,125.596809,2.95,9.01,360.0,5774.0,0.976,0.931,1002.94
Kepler-304 d,Kepler-304,1,4,Transit,2014,9.653471,2.75,8.0,611.0,4731.0,0.687,0.737,434.684
Kepler-304 c,Kepler-304,1,4,Transit,2014,5.315946,2.17,5.35,746.0,4731.0,0.687,0.737,434.684
Kepler-81 d,Kepler-81,1,3,Transit,2014,20.837846,1.21,1.92,418.0,4500.0,0.595,0.648,348.291
Kepler-197 e,Kepler-197,2,4,Transit,2014,25.209715,0.91,0.693,691.0,6004.0,1.12,0.857,330.575
Kepler-200 c,Kepler-200,1,2,Transit,2014,10.222157,1.59,3.15,806.0,5678.0,0.944,0.972,665.912
Kepler-346 c,Kepler-346,1,2,Transit,2014,23.851549,3.07,9.64,654.0,6033.0,1.021,0.943,984.105
Kepler-350 b,Kepler-350,1,3,Transit,2014,11.189562,1.85,16.9,1037.0,6186.0,1.534,1.19,956.859
Kepler-306 e,Kepler-306,1,4,Transit,2014,44.840975,2.27,5.77,390.0,4954.0,0.719,0.75,775.679
Kepler-84 e,Kepler-84,1,5,Transit,2014,27.434389,2.6,7.27,672.0,6031.0,1.169,1.06,1023.9
Kepler-265 e,Kepler-265,1,4,Transit,2014,67.831024,2.59,7.22,476.0,5835.0,1.103,0.97,1280.25
Kepler-217 c,Kepler-217,1,3,Transit,2014,8.586004,1.85,4.08,1208.0,6171.0,1.799,1.342,1104.64
Kepler-220 d,Kepler-220,1,4,Transit,2014,28.122397,0.98,0.904,401.0,4632.0,0.666,0.729,171.109
Kepler-351 b,Kepler-351,1,3,Transit,2014,37.054919,3.06,4.8,498.0,5643.0,0.854,0.81,1083.91
Kepler-352 b,Kepler-352,1,3,Transit,2014,10.05537,0.86,0.566,694.0,5212.0,0.781,0.798,252.733
Kepler-84 d,Kepler-84,1,5,Transit,2014,4.224537,1.38,2.48,1254.0,6031.0,1.169,1.06,1023.9
Kepler-310 d,Kepler-310,1,3,Transit,2014,92.876125,2.47,7.0,353.0,5797.0,0.876,0.854,602.268
Kepler-282 b,Kepler-282,1,4,Transit,2014,9.220524,1.01,1.01,817.0,5602.0,0.904,0.86,1337.61
Kepler-282 c,Kepler-282,1,4,Transit,2014,13.638723,1.2,1.87,717.0,5602.0,0.904,0.86,1337.61
Kepler-220 e,Kepler-220,1,4,Transit,2014,45.902733,1.33,2.33,341.0,4632.0,0.666,0.729,171.109
Kepler-154 c,Kepler-154,1,5,Transit,2014,62.303276,2.95,9.01,454.0,5690.0,1.001,0.933,915.212
Kepler-353 b,Kepler-353,2,2,Transit,2014,5.795278,0.89,0.64,534.0,3903.0,0.504,0.553,384.694
Kepler-85 e,Kepler-85,1,4,Transit,2014,25.216751,1.27,0.6,559.0,5436.0,0.893,0.947,765.025
Kepler-55 e,Kepler-55,1,5,Transit,2014,4.617534,1.55,3.02,728.0,4503.0,0.619,0.631,578.796
Kepler-310 b,Kepler-310,1,3,Transit,2014,13.930698,1.19,1.81,665.0,5797.0,0.876,0.854,602.268
Kepler-286 e,Kepler-286,1,4,Transit,2014,29.221289,1.77,3.78,539.0,5580.0,0.863,0.83,1226.85
Kepler-368 c,Kepler-368,1,2,Transit,2014,72.379334,3.88,14.3,575.0,5502.0,2.019,1.165,770.978
Kepler-356 b,Kepler-356,1,2,Transit,2014,4.612696,1.57,3.09,1294.0,6133.0,1.335,1.163,707.559
Kepler-354 d,Kepler-354,1,3,Transit,2014,24.209842,1.24,2.07,451.0,4648.0,0.674,0.652,554.064
Kepler-313 c,Kepler-313,1,2,Transit,2014,32.273273,2.57,7.13,683.0,5727.0,1.536,1.114,1079.39524871
Kepler-142 b,Kepler-142,1,3,Transit,2014,2.024152,1.99,4.62,1597.0,5790.0,1.269,0.978,548.686
Kepler-58 d,Kepler-58,1,4,Transit,2014,40.101371,2.94,245.343,583.0,6099.0,1.127,1.024,969.252
Kepler-299 e,Kepler-299,1,4,Transit,2014,38.285489,1.87,4.16,534.0,5617.0,1.032,1.004,1052.24
Kepler-372 b,Kepler-372,1,3,Transit,2014,6.849692,1.36,2.42,1081.0,6509.0,1.137,1.202,1493.95
Kepler-378 c,Kepler-378,1,2,Transit,2014,28.906009,0.7,0.271,414.0,4661.0,0.671,0.78,152.094
Kepler-357 c,Kepler-357,1,3,Transit,2014,16.85837,2.67,7.61,576.0,5036.0,0.834,0.794,688.573
Kepler-308 c,Kepler-308,1,2,Transit,2014,15.38231,2.16,5.31,714.0,5895.0,0.941,0.92,1335.92
Kepler-124 b,Kepler-124,1,3,Transit,2014,3.410493,0.73,0.315,892.0,4984.0,0.636,0.706,420.046
Kepler-235 b,Kepler-235,1,4,Transit,2014,3.340222,2.23,5.6,731.0,4255.0,0.554,0.581,428.018
Kepler-392 c,Kepler-392,1,2,Transit,2014,10.423118,1.1,1.37,901.0,5938.0,1.129,0.874,681.428
Kepler-360 c,Kepler-360,1,2,Transit,2014,7.186434,2.1,5.06,860.0,6053.0,1.058,0.994,876.044
Kepler-363 b,Kepler-363,1,3,Transit,2014,3.614568,1.16,1.65,1347.0,5593.0,1.485,1.226,762.596
Kepler-319 d,Kepler-319,1,3,Transit,2014,31.781925,2.29,5.86,528.0,5526.0,0.903,0.933,503.436
Kepler-319 b,Kepler-319,1,3,Transit,2014,4.362705,1.63,3.29,1023.0,5526.0,0.903,0.933,503.436
Kepler-398 c,Kepler-398,1,3,Transit,2014,11.419412,1.01,1.01,536.0,4493.0,0.613,0.649,177.355
Kepler-399 b,Kepler-399,1,3,Transit,2014,14.425281,0.96,0.84,773.0,5502.0,0.68,0.902,740.537
Kepler-379 b,Kepler-379,1,2,Transit,2014,20.09838,1.66,3.39,775.0,6054.0,1.306,1.125,731.274
Kepler-198 b,Kepler-198,1,3,Transit,2014,17.790037,2.82,8.35,655.0,5574.0,0.94,0.995,495.358
Kepler-372 d,Kepler-372,1,3,Transit,2014,30.092568,1.69,3.5,660.0,6509.0,1.137,1.202,1493.95
Kepler-146 b,Kepler-146,1,2,Transit,2014,31.158799,3.71,13.3,639.0,5948.0,1.208,1.079,716.797
Kepler-250 b,Kepler-250,1,3,Transit,2014,4.148141,1.13,1.51,938.0,5160.0,0.805,0.806,760.585
Kepler-390 c,Kepler-390,2,2,Transit,2014,13.060022,0.79,0.418,630.0,5166.0,0.776,0.787,435.277
Kepler-373 c,Kepler-373,1,2,Transit,2014,16.725948,1.24,2.07,729.0,5787.0,0.845,0.981,1090.45
Kepler-326 b,Kepler-326,1,3,Transit,2014,2.248329,1.52,44.6,1127.0,5105.0,0.801,0.91,487.675
Kepler-325 c,Kepler-325,1,3,Transit,2014,12.762172,2.54,6.99,721.0,5752.0,1.003,0.914,823.242
Kepler-46 d,Kepler-46,1,3,Transit,2014,6.766589,1.64,3.33,845.0,5309.0,0.79,0.883,777.06
Kepler-142 c,Kepler-142,1,3,Transit,2014,4.761702,2.86,8.55,1201.0,5790.0,1.269,0.978,548.686
Kepler-374 d,Kepler-374,1,3,Transit,2014,5.028219,1.31,2.27,1272.0,5977.0,0.911,1.033,1265.61
Kepler-375 b,Kepler-375,1,2,Transit,2014,12.125934,1.45,2.7,851.0,5826.0,0.837,0.891,1238.81
Kepler-256 b,Kepler-256,1,4,Transit,2014,1.620493,1.59,3.15,1681.0,5551.0,1.301,1.037,1026.43
Kepler-327 d,Kepler-327,1,3,Transit,2014,13.969457,1.73,3.64,387.0,3799.0,0.492,0.591913,241.987
Kepler-403 c,Kepler-403,1,3,Transit,2014,54.280749,1.75,3.71,604.0,6090.0,1.329,1.299,840.269
Kepler-209 c,Kepler-209,1,2,Transit,2014,41.749882,3.1,9.8,486.0,5513.0,0.935,0.971,576.946
Kepler-246 c,Kepler-246,1,2,Transit,2014,11.187161,1.5,2.86,667.0,5206.0,0.831,0.853,626.078
Kepler-250 d,Kepler-250,1,3,Transit,2014,17.648312,2.18,5.39,579.0,5160.0,0.805,0.806,760.585
Kepler-376 b,Kepler-376,1,2,Transit,2014,4.920199,1.07,1.24,1242.0,5900.0,1.175,0.968,923.067
Kepler-380 c,Kepler-380,1,2,Transit,2014,7.630004,1.27,2.15,1056.0,6045.0,1.224,0.99,813.713
Kepler-130 d,Kepler-130,2,3,Transit,2014,87.517905,1.64,3.33,451.0,5884.0,1.127,0.927,316.663
Kepler-252 b,Kepler-252,1,2,Transit,2014,6.668391,1.23,2.04,587.0,4208.0,0.549,0.61,379.424
Kepler-255 b,Kepler-255,1,3,Transit,2014,5.714606,1.55,3.02,971.0,5573.0,0.933,0.867,1052.53
Kepler-381 b,Kepler-381,1,3,Transit,2014,5.629021,0.99,0.937,1576.0,6152.0,1.568,1.144,267.323
Kepler-383 c,Kepler-383,1,2,Transit,2014,31.200751,1.24,2.07,406.0,4710.0,0.672,0.669,470.0
Kepler-331 d,Kepler-331,1,3,Transit,2014,32.134328,1.64,3.33,346.0,4347.0,0.492,0.653,580.119
Kepler-333 c,Kepler-333,2,2,Transit,2014,24.08821,1.11,1.41,386.0,4259.0,0.534,0.601,324.413
Kepler-134 c,Kepler-134,1,2,Transit,2014,10.105785,1.26,2.13,892.0,5983.0,1.176,0.956,334.797
Kepler-405 c,Kepler-405,1,2,Transit,2014,29.726682,4.66,19.6,557.0,5818.0,0.893,0.873,1065.08
Kepler-256 d,Kepler-256,1,4,Transit,2014,5.839172,2.48,6.71,1097.0,5551.0,1.301,1.037,1026.43
Kepler-258 c,Kepler-258,1,2,Transit,2014,33.653079,3.61,12.7,470.0,4942.0,0.915,0.82,575.988
Kepler-387 c,Kepler-387,1,2,Transit,2014,11.837549,0.89,0.64,826.0,5774.0,1.046,0.85,801.052
Kepler-334 d,Kepler-334,1,3,Transit,2014,25.09849,1.41,2.57,656.0,5828.0,1.068,1.022,426.59
Kepler-336 b,Kepler-336,1,3,Transit,2014,2.024823,1.02,1.04,1625.0,5867.0,1.304,1.09,768.86
Kepler-149 c,Kepler-149,1,3,Transit,2014,55.328328,1.61,3.22,436.0,5381.0,0.953,1.013,571.034
Kepler-393 c,Kepler-393,1,2,Transit,2014,14.613612,1.33,2.33,901.0,6189.0,1.382,1.256,881.404
Kepler-292 c,Kepler-292,1,5,Transit,2014,3.715335,1.47,2.76,1001.0,5299.0,0.826,0.865,1056.48
Kepler-337 b,Kepler-337,1,2,Transit,2014,3.292781,1.54,2.99,1458.0,5684.0,1.761,1.081,677.975
Kepler-338 c,Kepler-338,1,4,Transit,2014,24.310856,2.34,6.08,831.0,5923.0,1.735,1.105,552.798
Kepler-164 b,Kepler-164,1,4,Transit,2014,5.03503,1.41,2.57,1141.0,5888.0,1.148,1.036,890.758
Kepler-169 f,Kepler-169,1,5,Transit,2014,87.090195,2.58,7.18,321.0,4997.0,0.763,0.825,406.529
Kepler-265 b,Kepler-265,1,4,Transit,2014,6.846262,1.86,4.12,1022.0,5835.0,1.103,0.97,1280.25
Kepler-269 c,Kepler-269,1,2,Transit,2014,8.127899,1.69,3.5,875.0,5847.0,0.959,0.92,2257.32
Kepler-395 b,Kepler-395,1,2,Transit,2014,7.054346,1.03,1.08,576.0,4262.0,0.556,0.622827,421.382
Kepler-298 d,Kepler-298,1,3,Transit,2014,77.473633,2.5,6.8,277.0,4465.0,0.582,0.66,518.204
Kepler-339 c,Kepler-339,1,3,Transit,2014,6.988055,1.15,7.3,914.0,5631.0,0.802,0.87,616.637
Kepler-339 d,Kepler-339,1,3,Transit,2014,10.558345,1.17,14.7,796.0,5631.0,0.802,0.87,616.637
Kepler-171 d,Kepler-171,1,3,Transit,2014,39.595519,1.89,4.23,497.0,5642.0,0.839,0.978,863.855
Kepler-174 d,Kepler-174,1,3,Transit,2014,247.35373,2.19,5.43,212.0,4880.0,0.622,0.602,384.757
Kepler-272 d,Kepler-272,1,3,Transit,2014,10.937304,2.25,5.69,777.0,5297.0,0.929,0.91,889.608
Kepler-206 d,Kepler-206,1,3,Transit,2014,23.44281,1.19,1.81,681.0,5764.0,1.185,0.957,594.447
Kepler-122 c,Kepler-122,1,5,Transit,2014,12.465988,5.87,29.0,897.0,6050.0,1.216,0.982,1027.45
Kepler-251 c,Kepler-251,1,4,Transit,2014,16.514043,2.77,8.1,655.0,5526.0,0.89,0.891,924.625
Kepler-234 c,Kepler-234,1,2,Transit,2014,7.21205,3.51,12.1,1025.0,6224.0,1.113,1.129,1733.1
KOI-1257 b,KOI-1257,2,1,Transit,2014,86.647661,10.54,460.83,511.0,5520.0,1.13,0.99,656.0
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,1,1,Microlensing,2014,,12.9,1500.0,,,,0.37,6800.0
Kepler-200 b,Kepler-200,1,2,Transit,2014,8.594805,2.13,5.18,854.0,5678.0,0.944,0.972,665.912
Kepler-188 c,Kepler-188,1,2,Transit,2014,5.996553,3.19,10.3,1025.0,6021.0,1.141,1.021,968.544
Kepler-252 c,Kepler-252,1,2,Transit,2014,10.848463,2.15,5.27,499.0,4208.0,0.549,0.61,379.424
Kepler-158 c,Kepler-158,1,3,Transit,2014,28.551383,1.9,4.27,418.0,4623.0,0.624,0.655,315.177
XO-2 S c,XO-2 S,2,3,Radial Velocity,2014,120.8,13.6,435.409,,5399.0,1.02,0.982,151.398
Kepler-421 b,Kepler-421,1,1,Transit,2014,704.1984,4.16,16.1,185.0,5308.0,0.757,0.794,348.558
Kepler-343 c,Kepler-343,1,2,Transit,2014,23.22182,2.02,4.74,746.0,5807.0,1.433,1.055,927.193
Kepler-347 c,Kepler-347,1,3,Transit,2014,27.320871,1.75,3.71,705.0,6088.0,1.005,0.922,1298.88
Kepler-190 b,Kepler-190,1,2,Transit,2014,2.019999,1.56,3.05,1166.0,5106.0,0.795,0.834,433.387
Kepler-253 c,Kepler-253,1,3,Transit,2014,10.281951,2.65,7.51,680.0,5208.0,0.786,0.86,838.595
Kepler-170 c,Kepler-170,1,2,Transit,2014,16.665863,2.86,8.55,702.0,5679.0,1.035,1.066,738.657
Kepler-205 c,Kepler-205,1,2,Transit,2014,20.306546,1.64,3.33,389.0,4321.0,0.546,0.592,159.72
WASP-104 b,WASP-104,2,1,Transit,2014,1.7554137,12.745,404.263,1516.0,5475.0,0.963,1.076,185.932
Kepler-202 b,Kepler-202,1,2,Transit,2014,4.069427,1.63,3.29,802.0,4668.0,0.667,0.683,285.111
Kepler-214 c,Kepler-214,1,2,Transit,2014,28.7798,2.13,5.18,619.0,6169.0,1.352,1.11,1208.44
Kepler-192 b,Kepler-192,1,3,Transit,2014,9.926746,2.74,7.95,803.0,5479.0,1.007,1.028,651.674
Kepler-196 c,Kepler-196,1,3,Transit,2014,47.427737,2.24,5.65,407.0,5128.0,0.782,0.839,451.312
Kepler-245 d,Kepler-245,1,4,Transit,2014,36.277108,3.03,21.6,445.0,5100.0,0.795,0.856,861.527
Kepler-101 c,Kepler-101,1,2,Transit,2014,6.02976,1.25,3.78,1413.0,5667.0,1.56,1.17,927.981
Kepler-154 b,Kepler-154,1,5,Transit,2014,33.040532,2.26,5.73,561.0,5690.0,1.001,0.933,915.212
Kepler-359 d,Kepler-359,1,3,Transit,2014,77.095691,4.01,2.7,464.0,6248.0,1.086,0.827,1443.21
Kepler-256 c,Kepler-256,1,4,Transit,2014,3.38802,2.15,5.27,1315.0,5551.0,1.301,1.037,1026.43
Kepler-254 b,Kepler-254,1,3,Transit,2014,5.826662,3.87,14.3,1013.0,5957.0,0.91,0.849,1389.48
Kepler-184 c,Kepler-184,1,3,Transit,2014,20.303005,1.97,8.8,630.0,5788.0,0.873,0.872,610.326
Kepler-248 b,Kepler-248,1,2,Transit,2014,6.308205,3.02,9.38,819.0,5190.0,0.831,0.838,738.792
Kepler-172 b,Kepler-172,1,4,Transit,2014,2.940309,2.35,6.12,1256.0,5526.0,1.085,1.081,828.592
Kepler-205 b,Kepler-205,1,2,Transit,2014,2.75564,1.51,2.89,757.0,4321.0,0.546,0.592,159.72
Kepler-257 c,Kepler-257,1,3,Transit,2014,6.581484,5.41,25.2,881.0,5180.0,1.037,0.916,780.256
Kepler-217 b,Kepler-217,1,3,Transit,2014,5.374943,2.23,5.6,1413.0,6171.0,1.799,1.342,1104.64
Kepler-174 c,Kepler-174,1,3,Transit,2014,44.000529,1.49,2.83,377.0,4880.0,0.622,0.602,384.757
Kepler-251 d,Kepler-251,1,4,Transit,2014,30.133001,2.77,8.1,536.0,5526.0,0.89,0.891,924.625
Kepler-424 c,Kepler-424,1,2,Radial Velocity,2014,223.3,12.7,2215.18,,5460.0,0.94,1.01,698.646
Kepler-361 b,Kepler-361,1,2,Transit,2014,8.486616,1.45,2.7,1060.0,6169.0,1.343,1.191,930.32
Kepler-362 b,Kepler-362,1,2,Transit,2014,10.327186,0.88,0.615,838.0,5788.0,0.722,0.904,1090.51
Kepler-218 c,Kepler-218,1,3,Transit,2014,44.699576,3.14,10.0,500.0,5502.0,1.063,1.019,656.38
Kepler-193 b,Kepler-193,1,2,Transit,2014,11.38848,2.39,6.3,979.0,6335.0,1.147,1.051,1009.1
Kepler-253 d,Kepler-253,1,3,Transit,2014,18.119869,3.17,10.2,563.0,5208.0,0.786,0.86,838.595
Kepler-192 c,Kepler-192,1,3,Transit,2014,21.2234,2.79,8.2,623.0,5479.0,1.007,1.028,651.674
WASP-70 A b,WASP-70 A,2,1,Transit,2014,3.7130203,13.047,187.512,1387.0,5763.0,1.215,1.106,222.355
Kepler-425 b,Kepler-425,1,1,Transit,2014,3.79701816,10.962,79.45,1070.0,5170.0,0.86,0.93,646.647
Kepler-365 c,Kepler-365,1,2,Transit,2014,17.784129,1.64,3.33,729.0,6012.0,1.048,1.02,1038.99
Kepler-220 c,Kepler-220,1,4,Transit,2014,9.034199,1.57,3.09,586.0,4632.0,0.666,0.729,171.109
Kepler-93 c,Kepler-93,1,2,Radial Velocity,2014,1460.0,,954.0,,5669.0,0.92,0.91,95.9115
Kepler-94 c,Kepler-94,1,2,Radial Velocity,2014,820.3,12.5,3126.0,,4781.0,0.76,0.81,191.904
Kepler-424 b,Kepler-424,1,2,Transit,2014,3.3118644,9.98,327.35,1116.0,5460.0,0.94,1.01,698.646
Kepler-426 b,Kepler-426,1,1,Transit,2014,3.21751883,12.22,108.06,1300.0,5725.0,0.92,0.91,843.695
Kepler-196 b,Kepler-196,1,3,Transit,2014,20.739886,1.9,4.27,536.0,5128.0,0.782,0.839,451.312
Kepler-221 c,Kepler-221,1,4,Transit,2014,5.690586,2.93,9.3,860.0,5243.0,0.821,0.854,385.231
Kepler-163 c,Kepler-163,1,2,Transit,2014,21.347262,2.26,5.73,648.0,5776.0,0.917,0.882,689.814
Kepler-97 c,Kepler-97,1,2,Radial Velocity,2014,789.0,,344.0,,5779.0,0.98,0.94,400.907
Kepler-407 c,Kepler-407,1,2,Radial Velocity,2014,3000.0,12.3,4000.0,,5476.0,1.01,1.0,338.368
Kepler-427 b,Kepler-427,1,1,Transit,2014,10.290994,13.79,92.17,1100.0,5800.0,1.35,0.96,1017.8
Kepler-428 b,Kepler-428,1,1,Transit,2014,3.52563254,12.11,403.63,1070.0,5150.0,0.8,0.87,686.284
Kepler-207 d,Kepler-207,1,3,Transit,2014,5.868075,3.31,11.0,1254.0,5920.0,1.588,1.313,875.519
Kepler-245 b,Kepler-245,1,4,Transit,2014,7.49019,2.57,146.78,753.0,5100.0,0.795,0.856,861.527
Kepler-208 b,Kepler-208,1,4,Transit,2014,4.22864,1.63,3.29,1379.0,6092.0,1.314,1.082,775.328
Kepler-246 b,Kepler-246,1,2,Transit,2014,4.60182,2.34,6.08,896.0,5206.0,0.831,0.853,626.078
WASP-103 b,WASP-103,1,1,Transit,2014,0.925542,17.127,473.547,2508.0,6110.0,1.436,1.22,375.647
Kepler-179 c,Kepler-179,1,2,Transit,2014,6.40013,2.0,4.66,810.0,5302.0,0.759,0.893,605.68
Kepler-226 c,Kepler-226,1,3,Transit,2014,5.349555,2.27,45.2,919.0,5571.0,0.802,0.904,980.138
Kepler-113 b,Kepler-113,1,2,Transit,2014,4.754,1.82,11.7,775.0,4725.0,0.69,0.75,262.351
Kepler-48 d,Kepler-48,1,5,Transit,2014,42.8961,2.04,7.93,448.0,5194.0,0.89,0.88,306.738
Kepler-199 b,Kepler-199,1,2,Transit,2014,23.637604,3.11,9.85,595.0,5644.0,0.967,0.96,521.054
Kepler-237 c,Kepler-237,1,2,Transit,2014,8.103636,2.08,4.98,687.0,4861.0,0.725,0.696,657.822
Kepler-247 c,Kepler-247,1,3,Transit,2014,9.439452,4.09,15.7,686.0,5100.0,0.768,0.887,663.711
Kepler-161 b,Kepler-161,1,2,Transit,2014,4.921355,2.12,2.63,868.0,5078.0,0.806,0.853,434.632
Kepler-153 b,Kepler-153,1,2,Transit,2014,18.870227,2.92,8.85,621.0,5404.0,0.892,0.756,459.368
Kepler-106 b,Kepler-106,1,4,Transit,2014,6.16486,0.82,5.3,1021.0,5858.0,1.04,1.0,444.322
Kepler-100 d,Kepler-100,1,4,Transit,2014,35.3331,1.61,3.0,670.0,5825.0,1.49,1.08,304.645
Kepler-274 b,Kepler-274,1,2,Transit,2014,11.634788,1.54,2.99,961.0,6023.0,1.007,0.883,1333.62
Kepler-312 b,Kepler-312,1,2,Transit,2014,1.772419,1.29,2.21,1685.0,6115.0,1.467,1.314,797.72
Kepler-211 c,Kepler-211,1,2,Transit,2014,6.04045,1.29,18.3,841.0,5123.0,0.816,0.867,309.353
Kepler-212 c,Kepler-212,1,2,Transit,2014,31.805174,2.74,7.95,664.0,5852.0,1.455,1.166,687.194
Kepler-228 d,Kepler-228,1,3,Transit,2014,11.094286,4.04,15.4,835.0,6043.0,1.014,1.006,1644.61
Kepler-230 b,Kepler-230,1,2,Transit,2014,32.625555,4.26,16.8,506.0,5588.0,0.817,0.784,740.754
Kepler-166 b,Kepler-166,1,3,Transit,2014,7.650254,2.27,5.77,772.0,5413.0,0.742,0.811,603.53
Kepler-181 c,Kepler-181,1,2,Transit,2014,4.302149,1.99,4.62,937.0,5333.0,0.749,0.81,609.283
Kepler-106 d,Kepler-106,1,4,Transit,2014,23.9802,0.95,8.1,649.0,5858.0,1.04,1.0,444.322
Kepler-131 c,Kepler-131,1,2,Transit,2014,25.5169,0.84,8.25,615.0,5685.0,1.03,1.02,228.678
Kepler-320 b,Kepler-320,1,2,Transit,2014,8.371554,1.14,1.55,1292.0,6435.0,1.108,1.072,826.613
Kepler-169 e,Kepler-169,1,5,Transit,2014,13.767102,2.2,5.48,595.0,4997.0,0.763,0.825,406.529
Kepler-249 c,Kepler-249,1,3,Transit,2014,7.113702,1.51,2.89,429.0,3568.0,0.482,0.510238,190.401
Kepler-174 b,Kepler-174,1,3,Transit,2014,13.98179,1.96,4.5,553.0,4880.0,0.622,0.602,384.757
Kepler-231 c,Kepler-231,1,2,Transit,2014,19.271566,1.93,24.1,393.0,3767.0,0.49,0.58,316.618
Kepler-197 c,Kepler-197,2,4,Transit,2014,10.349695,1.23,5.3,930.0,6004.0,1.12,0.857,330.575
Kepler-151 b,Kepler-151,1,2,Transit,2014,15.228958,3.06,9.59,639.0,5460.0,0.83,0.87,649.919
Kepler-241 b,Kepler-241,1,2,Transit,2014,12.718092,2.33,6.04,562.0,4699.0,0.668,0.671,512.0
Kepler-232 b,Kepler-232,1,2,Transit,2014,4.431222,3.08,9.69,1104.0,5847.0,0.968,0.97,1349.13
Kepler-233 b,Kepler-233,1,2,Transit,2014,8.472382,2.43,6.48,751.0,5360.0,0.758,0.855,856.417
Kepler-143 b,Kepler-143,1,2,Transit,2014,16.007583,2.41,6.39,838.0,5848.0,1.359,0.982,809.467
Kepler-332 d,Kepler-332,1,3,Transit,2014,34.21154,1.18,1.76,427.0,4955.0,0.72,0.743,344.19
Kepler-186 f,Kepler-186,1,5,Transit,2014,129.9441,1.17,1.71,177.0,3755.0,0.523,0.544,177.594
Kepler-296 c,Kepler-296,2,5,Transit,2014,5.8416366,2.0,4.66,606.0,3740.0,0.48,0.498,167.0
Kepler-79 e,Kepler-79,1,4,Transit,2014,81.0659,3.49,4.1,511.0,6174.0,1.302,1.165,1020.72
Kepler-296 d,Kepler-296,2,5,Transit,2014,19.850291,2.09,5.02,403.0,3740.0,0.48,0.498,167.0
HD 30669 b,HD 30669,1,1,Radial Velocity,2014,1684.0,14.3,149.37,,5400.0,0.91,0.92,58.0844
Kepler-296 e,Kepler-296,2,5,Transit,2014,34.14211,1.53,2.96,337.0,3740.0,0.48,0.498,167.0
Kepler-296 f,Kepler-296,2,5,Transit,2014,63.33627,1.8,3.89,274.0,3740.0,0.48,0.498,167.0
HD 108341 b,HD 108341,2,1,Radial Velocity,2014,1129.0,13.3,715.11391575,,5122.0,0.79,0.843,48.9102
HD 103720 b,HD 103720,1,1,Radial Velocity,2014,4.5557,14.1,197.046,,5017.0,0.73,0.794,45.5352
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,2,1,Microlensing,2014,,8.74,57.0,,,,0.71,8100.0
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,1,1,Microlensing,2014,,4.29,17.0,,,,0.11,7200.0
Kepler-104 b,Kepler-104,2,3,Transit,2014,11.427548,3.1,19.6,852.0,5711.0,1.349,0.818,400.785
Kepler-239 c,Kepler-239,1,2,Transit,2014,56.228098,2.51,6.85,366.0,4914.0,0.763,0.757,648.109
Kepler-315 c,Kepler-315,1,2,Transit,2014,265.469335,4.15,16.1,291.0,5796.0,1.037,0.831,1160.63
Kepler-417 c,Kepler-417,1,2,Transit Timing Variations,2014,15.943,2.69,7.7,616.0,5177.0,0.806,0.9,973.989
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,1,1,Microlensing,2014,,12.3,4100.0,,,,0.096,3040.0
Kepler-230 c,Kepler-230,1,2,Transit,2014,91.773242,2.04,4.82,359.0,5588.0,0.817,0.784,740.754
Kepler-144 b,Kepler-144,1,2,Transit,2014,5.885273,1.33,2.33,1253.0,6075.0,1.235,1.154,384.917
HD 10442 b,HD 10442,1,1,Radial Velocity,2014,1032.3,13.6,472.61321,,4912.0,1.97,1.01,135.374
Kepler-402 d,Kepler-402,1,4,Transit,2014,8.921099,1.38,2.48,1006.0,6090.0,1.264,1.072,625.339
Kepler-150 b,Kepler-150,1,5,Transit,2014,3.428054,1.25,2.1,1131.0,5560.0,0.939,0.956,891.092
Kepler-405 b,Kepler-405,1,2,Transit,2014,10.613839,2.08,4.98,785.0,5818.0,0.893,0.873,1065.08
Kepler-129 b,Kepler-129,1,3,Transit,2014,15.79,2.4,20.0,910.0,5770.0,1.653,1.178,408.845
Kepler-414 b,Kepler-414,1,2,Transit Timing Variations,2014,4.7,1.71,3.5,1024.0,5536.0,0.946,0.89,413.46
Kepler-109 c,Kepler-109,1,2,Transit,2014,21.22265,2.65,8.2,859.0,5950.0,1.387,1.094,474.861
Kepler-348 c,Kepler-348,1,2,Transit,2014,17.265427,1.33,2.33,888.0,6177.0,1.359,1.189,570.783
HD 40307 f,HD 40307,1,5,Radial Velocity,2013,51.76,2.13,5.2,398.0,4956.0,0.716684,0.77,12.9363
Kepler-128 b,Kepler-128,1,2,Transit,2013,15.0,1.421,3.79,968.0,6072.0,1.659,1.184,396.379
BD-06 1339 b,BD-06 1339,1,2,Radial Velocity,2013,3.8728,,1523.03372634,,4324.0,0.686355,0.7,20.2695
